CustomerID,CustomerName,Segment,Country,Region,State,City
TB-214004,Tom Boeckenhauer,Consumer,United States,West,California,Los Angeles
EA-140354,Erin Ashbrook,Corporate,United States,West,California,Los Angeles
BW-112004,Ben Wallace,Consumer,United States,West,California,Los Angeles
SC-208004,Stuart Calhoun,Consumer,United States,West,California,Los Angeles
DP-131054,Dave Poirier,Corporate,United States,West,California,Los Angeles
SC-205754,Sonia Cooley,Consumer,United States,West,California,Los Angeles
RW-196904,Robert Waldorf,Consumer,United States,West,California,Los Angeles
ZC-219104,Zuschuss Carroll,Consumer,United States,West,California,Los Angeles
JE-157154,Joe Elijah,Consumer,United States,West,California,Los Angeles
AT-104354,Alyssa Tate,Home Office,United States,West,California,Los Angeles
BN-115154,Bradley Nguyen,Consumer,United States,West,California,Los Angeles
PO-188654,Patrick O'Donnell,Consumer,United States,West,California,Los Angeles
PS-189704,Paul Stevenson,Home Office,United States,West,California,Los Angeles
BB-109904,Barry Blumstein,Corporate,United States,West,California,Los Angeles
TS-213704,Todd Sumrall,Corporate,United States,West,California,Los Angeles
SS-204104,Shahid Shariari,Consumer,United States,West,California,Los Angeles
JD-161504,Justin Deggeller,Corporate,United States,West,California,Los Angeles
SC-200954,Sanjit Chand,Consumer,United States,West,California,Los Angeles
JB-159254,Joni Blumstein,Consumer,United States,West,California,Los Angeles
CD-127904,Cynthia Delaney,Home Office,United States,West,California,Los Angeles
MM-182804,Muhammed Macintyre,Corporate,United States,West,California,Los Angeles
CS-124004,Christopher Schild,Home Office,United States,West,California,Los Angeles
CM-121904,Charlotte Melton,Consumer,United States,West,California,Los Angeles
HM-148604,Harry Marie,Corporate,United States,West,California,Los Angeles
KD-162704,Karen Daniels,Consumer,United States,West,California,Los Angeles
MC-175754,Matt Collins,Consumer,United States,West,California,Los Angeles
MC-176354,Matthew Clasen,Corporate,United States,West,California,Los Angeles
DV-130454,Darrin Van Huff,Corporate,United States,West,California,Los Angeles
LB-167354,Larry Blacks,Consumer,United States,West,California,Los Angeles
PF-192254,Phillip Flathmann,Consumer,United States,West,California,Los Angeles
EM-140954,Eudokia Martin,Corporate,United States,West,California,Los Angeles
JP-161354,Julie Prescott,Home Office,United States,West,California,Los Angeles
CV-128054,Cynthia Voltz,Corporate,United States,West,California,Los Angeles
JK-153254,Jason Klamczynski,Corporate,United States,West,California,Los Angeles
SC-207254,Steven Cartwright,Consumer,United States,West,California,Los Angeles
MT-180704,Michelle Tran,Home Office,United States,West,California,Los Angeles
ZD-219254,Zuschuss Donatelli,Consumer,United States,West,California,Los Angeles
GA-145154,George Ashbrook,Consumer,United States,West,California,Los Angeles
JB-160004,Joy Bell-,Consumer,United States,West,California,Los Angeles
BM-115754,Brendan Murry,Corporate,United States,West,California,Los Angeles
GH-144104,Gary Hansen,Home Office,United States,West,California,Los Angeles
BF-111704,Ben Ferrer,Home Office,United States,West,California,Los Angeles
BT-113954,Bill Tyler,Corporate,United States,West,California,Los Angeles
LS-169454,Linda Southworth,Corporate,United States,West,California,Los Angeles
HG-150254,Hunter Glantz,Consumer,United States,West,California,Los Angeles
SB-201854,Sarah Brown,Consumer,United States,West,California,Los Angeles
CC-121454,Charles Crestani,Consumer,United States,West,California,Los Angeles
AM-107054,Anne Mcfarland,Consumer,United States,West,California,Los Angeles
YS-218804,Yana Sorensen,Corporate,United States,West,California,Los Angeles
AG-109004,Arthur Gainer,Consumer,United States,West,California,Los Angeles
AH-106904,Anna Häberlin,Corporate,United States,West,California,Los Angeles
JH-159104,Jonathan Howell,Consumer,United States,West,California,Los Angeles
SB-201704,Sarah Bern,Consumer,United States,West,California,Los Angeles
KD-166154,Ken Dana,Corporate,United States,West,California,Los Angeles
KN-163904,Katherine Nockton,Corporate,United States,West,California,Los Angeles
RA-192854,Ralph Arnett,Consumer,United States,West,California,Los Angeles
KD-164954,Keith Dawkins,Corporate,United States,West,California,Los Angeles
PV-189854,Paul Van Hugh,Home Office,United States,West,California,Los Angeles
KE-164204,Katrina Edelman,Corporate,United States,West,California,Los Angeles
MA-179954,Michelle Arnett,Home Office,United States,West,California,Los Angeles
JC-161054,Julie Creighton,Corporate,United States,West,California,Los Angeles
AB-106004,Ann Blume,Corporate,United States,West,California,Los Angeles
TT-212654,Tim Taslimi,Corporate,United States,West,California,Los Angeles
CB-120254,Cassandra Brandow,Consumer,United States,West,California,Los Angeles
SC-204404,Shaun Chance,Corporate,United States,West,California,Los Angeles
RP-198554,Roy Phan,Corporate,United States,West,California,Los Angeles
RM-196754,Robert Marley,Home Office,United States,West,California,Los Angeles
KT-164654,Kean Takahito,Consumer,United States,West,California,Los Angeles
JB-154004,Jennifer Braxton,Corporate,United States,West,California,Los Angeles
TZ-215804,Tracy Zic,Consumer,United States,West,California,Los Angeles
BF-110054,Barry Franz,Home Office,United States,West,California,Los Angeles
AS-102404,Alan Shonely,Consumer,United States,West,California,Los Angeles
RA-198854,Ruben Ausman,Corporate,United States,West,California,Los Angeles
KM-166604,Khloe Miller,Consumer,United States,West,California,Los Angeles
CA-120554,Cathy Armstrong,Home Office,United States,West,California,Los Angeles
EH-137654,Edward Hooks,Corporate,United States,West,California,Los Angeles
JD-158954,Jonathan Doherty,Corporate,United States,West,California,Los Angeles
MC-176054,Matt Connell,Corporate,United States,West,California,Los Angeles
GM-144404,Gary Mcgarr,Consumer,United States,West,California,Los Angeles
GZ-145454,George Zrebassa,Corporate,United States,West,California,Los Angeles
AT-107354,Annie Thurman,Consumer,United States,West,California,Los Angeles
KB-162404,Karen Bern,Corporate,United States,West,California,Los Angeles
CS-125054,Cindy Stewart,Consumer,United States,West,California,Los Angeles
MC-181004,Mick Crebagga,Consumer,United States,West,California,Los Angeles
BD-116054,Brian Dahlen,Consumer,United States,West,California,San Francisco
CA-122654,Christina Anderson,Consumer,United States,West,California,San Francisco
DK-128354,Damala Kotsonis,Corporate,United States,West,California,San Francisco
AA-103154,Alex Avila,Consumer,United States,West,California,San Francisco
PK-189104,Paul Knutson,Home Office,United States,West,California,San Francisco
CM-124454,Chuck Magee,Consumer,United States,West,California,San Francisco
DS-130304,Darrin Sayre,Home Office,United States,West,California,San Francisco
ME-180104,Michelle Ellison,Corporate,United States,West,California,San Francisco
NP-183254,Naresj Patel,Consumer,United States,West,California,San Francisco
NC-185354,Nick Crebassa,Corporate,United States,West,California,San Francisco
KL-166454,Ken Lonsdale,Consumer,United States,West,California,San Francisco
SS-205904,Sonia Sunley,Consumer,United States,West,California,San Francisco
VP-217604,Victoria Pisteka,Corporate,United States,West,California,San Francisco
DP-133904,Dennis Pardue,Home Office,United States,West,California,San Francisco
JK-156404,Jim Kriz,Home Office,United States,West,California,San Francisco
ES-140204,Erica Smith,Consumer,United States,West,California,San Francisco
HF-149954,Herbert Flentye,Consumer,United States,West,California,San Francisco
JD-160604,Julia Dunbar,Consumer,United States,West,California,San Francisco
SJ-205004,Shirley Jackson,Consumer,United States,West,California,San Francisco
DN-136904,Duane Noonan,Consumer,United States,West,California,San Francisco
RP-192704,Rachel Payne,Corporate,United States,West,California,San Francisco
SH-203954,Shahid Hopkins,Consumer,United States,West,California,San Francisco
JP-155204,Jeremy Pistek,Consumer,United States,West,California,San Francisco
SC-202604,Scott Cohen,Corporate,United States,West,California,San Francisco
TS-212054,Thomas Seio,Corporate,United States,West,California,San Francisco
DH-136754,Duane Huffman,Home Office,United States,West,California,San Francisco
SG-204704,Sheri Gordon,Consumer,United States,West,California,San Francisco
AH-102104,Alan Hwang,Consumer,United States,West,California,San Francisco
AJ-107954,Anthony Johnson,Corporate,United States,West,California,San Francisco
JL-151754,James Lanier,Home Office,United States,West,California,San Francisco
KB-165854,Ken Black,Corporate,United States,West,California,San Francisco
PO-188504,Patrick O'Brill,Consumer,United States,West,California,San Francisco
LC-168704,Lena Cacioppo,Consumer,United States,West,California,San Francisco
HA-149204,Helen Andreada,Consumer,United States,West,California,San Francisco
DS-131804,David Smith,Corporate,United States,West,California,San Francisco
DB-131204,David Bremer,Corporate,United States,West,California,San Francisco
RH-195104,Rick Huthwaite,Home Office,United States,West,California,San Francisco
NB-186554,Nona Balk,Corporate,United States,West,California,San Francisco
AJ-109454,Ashley Jarboe,Consumer,United States,West,California,San Francisco
AF-108704,Art Ferguson,Consumer,United States,West,California,San Francisco
MT-178154,Meg Tillman,Consumer,United States,West,California,San Francisco
TS-211604,Theresa Swint,Corporate,United States,West,California,San Francisco
DK-132254,Dean Katz,Corporate,United States,West,California,San Francisco
BT-116804,Brian Thompson,Consumer,United States,West,California,San Francisco
EB-139304,Eric Barreto,Consumer,United States,West,California,San Francisco
RD-199004,Ruben Dartt,Consumer,United States,West,California,San Francisco
AA-106454,Anna Andreadi,Consumer,United States,West,California,San Francisco
RB-193604,Raymond Buch,Consumer,United States,West,California,San Francisco
DL-134954,Dionis Lloyd,Corporate,United States,West,California,San Francisco
BC-111254,Becky Castell,Home Office,United States,West,California,San Francisco
RW-196304,Rob Williams,Corporate,United States,West,California,San Francisco
PK-190754,Pete Kriz,Consumer,United States,West,California,San Francisco
SZ-200354,Sam Zeldin,Home Office,United States,West,California,San Francisco
CC-124304,Chuck Clark,Home Office,United States,West,California,San Francisco
GM-146954,Greg Maxwell,Corporate,United States,West,California,San Francisco
JW-160754,Julia West,Consumer,United States,West,California,San Francisco
PC-187454,Pamela Coakley,Corporate,United States,West,California,San Francisco
RO-197804,Rose O'Brian,Consumer,United States,West,California,San Francisco
RR-193154,Ralph Ritter,Consumer,United States,West,California,San Francisco
HJ-148754,Heather Jas,Home Office,United States,West,California,San Francisco
MK-181604,Mike Kennedy,Consumer,United States,West,California,San Francisco
DB-136154,Doug Bickford,Consumer,United States,West,California,San Francisco
SP-206204,Stefania Perrino,Corporate,United States,West,California,San Francisco
CM-123854,Christopher Martinez,Consumer,United States,West,California,San Francisco
TM-210104,Tamara Manning,Consumer,United States,West,California,San Francisco
CJ-120104,Caroline Jumper,Consumer,United States,West,California,San Francisco
VG-217904,Vivek Gonzalez,Consumer,United States,West,California,San Francisco
MM-179204,Michael Moore,Consumer,United States,West,California,San Francisco
EH-141254,Eugene Hildebrand,Home Office,United States,West,California,San Francisco
SH-199754,Sally Hughsby,Corporate,United States,West,California,San Francisco
BS-113804,Bill Stewart,Corporate,United States,West,California,San Francisco
JO-155504,Jesus Ocampo,Home Office,United States,West,California,San Francisco
DJ-135104,Don Jones,Corporate,United States,West,California,San Francisco
DK-129854,Darren Koutras,Consumer,United States,West,California,San Francisco
MM-180554,Michelle Moray,Consumer,United States,West,California,San Francisco
CS-121754,Charles Sheldon,Corporate,United States,West,California,San Francisco
MH-176204,Matt Hagelstein,Corporate,United States,West,California,San Francisco
EC-140504,Erin Creighton,Consumer,United States,West,California,San Francisco
EM-139604,Eric Murdock,Consumer,United States,West,California,San Francisco
BD-117254,Bruce Degenhardt,Consumer,United States,West,California,San Francisco
JK-153704,Jay Kimmel,Consumer,United States,West,California,San Francisco
NP-187004,Nora Preis,Consumer,United States,West,California,San Francisco
LR-170354,Lisa Ryan,Corporate,United States,West,California,San Francisco
MS-177704,Maxwell Schwartz,Consumer,United States,West,California,San Francisco
AG-103004,Aleksandra Gannaway,Corporate,United States,West,California,San Francisco
RD-194804,Rick Duston,Consumer,United States,West,California,San Francisco
CY-127454,Craig Yedwab,Corporate,United States,West,California,San Francisco
BS-117554,Bruce Stewart,Consumer,United States,West,California,San Francisco
NK-184904,Neil Knudson,Home Office,United States,West,California,San Francisco
FG-142604,Frank Gastineau,Home Office,United States,West,California,San Francisco
HH-150104,Hilary Holden,Corporate,United States,West,California,San Francisco
JK-152054,Jamie Kunitz,Consumer,United States,West,California,San Francisco
FM-142904,Frank Merwin,Home Office,United States,West,California,San Francisco
PJ-188354,Patrick Jones,Corporate,United States,West,California,San Francisco
PG-188204,Patrick Gardner,Consumer,United States,West,California,San Francisco
BD-115004,Bradley Drucker,Consumer,United States,West,California,San Francisco
VW-217754,Victoria Wilson,Corporate,United States,West,California,San Francisco
KH-165104,Keith Herrera,Consumer,United States,West,California,San Francisco
AS-102254,Alan Schoenberger,Corporate,United States,West,California,San Francisco
DM-133454,Denise Monton,Corporate,United States,West,California,San Francisco
GZ-144704,Gary Zandusky,Consumer,United States,West,California,San Francisco
KH-166904,Kristen Hastings,Corporate,United States,West,California,San Francisco
NM-184454,Nathan Mautz,Home Office,United States,West,California,San Francisco
RD-197204,Roger Demir,Consumer,United States,West,California,San Francisco
GR-145604,Georgia Rosenberg,Corporate,United States,West,California,San Francisco
SC-206804,Steve Carroll,Home Office,United States,West,California,San Francisco
LS-169754,Lindsay Shagiari,Home Office,United States,West,California,San Francisco
EH-140054,Erica Hernandez,Home Office,United States,West,California,San Francisco
CK-127604,Cyma Kinney,Corporate,United States,West,California,San Francisco
NZ-185654,Nick Zandusky,Home Office,United States,West,California,San Francisco
DJ-134204,Denny Joy,Corporate,United States,West,California,San Francisco
GT-147104,Greg Tran,Consumer,United States,West,California,San Francisco
KC-162554,Karen Carlisle,Corporate,United States,West,California,San Francisco
DW-135854,Dorothy Wardle,Corporate,United States,West,California,San Francisco
AS-102854,Alejandro Savely,Corporate,United States,West,California,San Francisco
AH-101204,Adrian Hane,Home Office,United States,West,California,San Francisco
AD-101804,Alan Dominguez,Home Office,United States,West,California,San Francisco
LW-169904,Lindsay Williams,Corporate,United States,West,California,San Francisco
TS-216104,Troy Staebel,Consumer,United States,West,California,San Francisco
MP-181754,Mike Pelletier,Home Office,United States,West,California,San Francisco
PR-188804,Patrick Ryan,Consumer,United States,West,California,San Francisco
EJ-137204,Ed Jacobs,Consumer,United States,West,California,San Diego
DB-132704,Deborah Brumfield,Home Office,United States,West,California,San Diego
MH-177854,Maya Herman,Corporate,United States,West,California,San Diego
TH-211004,Thea Hendricks,Consumer,United States,West,California,San Diego
AS-100904,Adam Shillingsburg,Consumer,United States,West,California,San Diego
BW-111104,Bart Watters,Corporate,United States,West,California,San Diego
BG-117404,Bruce Geld,Consumer,United States,West,California,San Diego
PF-191654,Philip Fox,Consumer,United States,West,California,San Diego
SB-202904,Sean Braxton,Corporate,United States,West,California,San Diego
BS-118004,Bryan Spruell,Home Office,United States,West,California,San Diego
JF-153554,Jay Fein,Consumer,United States,West,California,San Diego
MZ-173354,Maria Zettner,Home Office,United States,West,California,San Diego
JG-158054,John Grady,Corporate,United States,West,California,San Diego
BS-116654,Brian Stugart,Consumer,United States,West,California,San Diego
DK-133754,Dennis Kane,Consumer,United States,West,California,San Diego
MG-178904,Michael Granlund,Home Office,United States,West,California,San Diego
JK-161204,Julie Kriz,Home Office,United States,West,California,San Diego
IG-150854,Ivan Gibson,Consumer,United States,West,California,San Diego
MJ-177404,Max Jones,Consumer,United States,West,California,San Diego
KC-165404,Kelly Collister,Consumer,United States,West,California,San Diego
JW-152204,Jane Waco,Corporate,United States,West,California,San Diego
IM-150704,Irene Maddox,Consumer,United States,West,California,San Diego
KA-165254,Kelly Andreada,Consumer,United States,West,California,San Diego
SW-204554,Shaun Weien,Consumer,United States,West,California,San Diego
AJ-109604,Astrea Jones,Consumer,United States,West,California,San Diego
SW-202754,Scott Williamson,Consumer,United States,West,California,San Diego
TC-212954,Toby Carlisle,Consumer,United States,West,California,San Diego
BT-113054,Beth Thompson,Home Office,United States,West,California,San Gabriel
GM-146804,Greg Matthias,Consumer,United States,West,California,San Jose
LT-167654,Larry Tron,Consumer,United States,West,California,Escondido
NR-185504,Nick Radford,Consumer,United States,West,California,Chula Vista
FA-142304,Frank Atkinson,Corporate,United States,West,California,Long Beach
SE-201104,Sanjit Engle,Consumer,United States,West,California,San Jose
DF-131354,David Flashing,Consumer,United States,West,California,Vallejo
TN-210404,Tanja Norvell,Home Office,United States,West,California,Manteca
LW-168254,Laurel Workman,Corporate,United States,West,California,Brentwood
LS-172004,Luke Schmidt,Corporate,United States,West,California,Fresno
MD-173504,Maribeth Dona,Consumer,United States,West,California,Anaheim
BK-112604,Berenike Kampe,Consumer,United States,West,California,San Bernardino
NC-184154,Nathan Cano,Consumer,United States,West,California,Santa Maria
SP-206504,Stephanie Phelps,Corporate,United States,West,California,San Jose
CS-123554,Christine Sundaresam,Consumer,United States,West,California,Long Beach
ON-187154,Odella Nelson,Corporate,United States,West,California,Yucaipa
RE-194504,Richard Eichhorn,Consumer,United States,West,California,Oakland
RA-199454,Ryan Akin,Consumer,United States,West,California,Murrieta
NM-185204,Neoma Murray,Consumer,United States,West,California,Moreno Valley
TG-216404,Trudy Glocke,Consumer,United States,West,California,Long Beach
MY-173804,Maribeth Yedwab,Corporate,United States,West,California,Rancho Cucamonga
SG-200804,Sandra Glassco,Consumer,United States,West,California,Redlands
MZ-175154,Mary Zewe,Corporate,United States,West,California,Redlands
EK-137954,Eileen Kiefer,Home Office,United States,West,California,Santa Ana
HA-149054,Helen Abelman,Consumer,United States,West,California,San Jose
DW-134804,Dianna Wilson,Home Office,United States,West,California,Oakland
VM-218354,Vivian Mathis,Consumer,United States,West,California,Mission Viejo
SV-207854,Stewart Visinsky,Consumer,United States,West,California,Santa Ana
CK-122054,Chloris Kastensmidt,Consumer,United States,West,California,Santa Clara
RC-198254,Roy Collins,Consumer,United States,West,California,Pasadena
RF-197354,Roland Fjeld,Consumer,United States,West,California,San Jose
LB-167954,Laurel Beltran,Home Office,United States,West,California,Huntington Beach
JH-159854,Joseph Holt,Consumer,United States,West,California,Redondo Beach
LP-170954,Liz Preis,Consumer,United States,West,California,Visalia
EB-141104,Eugene Barchas,Consumer,United States,West,California,San Jose
DL-128654,Dan Lawera,Consumer,United States,West,California,Long Beach
DB-129104,Daniel Byrd,Home Office,United States,West,California,Lake Forest
LC-168854,Lena Creighton,Consumer,United States,West,California,Roseville
RF-198404,Roy Französisch,Consumer,United States,West,California,Pasadena
JC-153404,Jasper Cacioppo,Consumer,United States,West,California,Riverside
SC-203054,Sean Christensen,Consumer,United States,West,California,San Jose
EM-141404,Eugene Moren,Home Office,United States,West,California,Santa Ana
FO-143054,Frank Olsen,Consumer,United States,West,California,Sacramento
JF-151904,Jamie Frazer,Consumer,United States,West,California,Long Beach
FC-143354,Fred Chung,Corporate,United States,West,California,Torrance
BM-111404,Becky Martin,Consumer,United States,West,California,Santa Barbara
CV-122954,Christina Vanderzanden,Consumer,United States,West,California,Fresno
DH-130754,Dave Hallsten,Corporate,United States,West,California,Fairfield
LW-172154,Luke Weiss,Consumer,United States,West,California,Pasadena
TS-216554,Trudy Schmidt,Consumer,United States,West,California,Rancho Cucamonga
NH-186104,Nicole Hansen,Corporate,United States,West,California,Pomona
JL-155054,Jeremy Lonsdale,Consumer,United States,West,California,Westminster
DR-128804,Dan Reichenbach,Corporate,United States,West,California,Inglewood
AW-108404,Anthony Witt,Consumer,United States,West,California,Bakersfield
EJ-141554,Eva Jacobs,Consumer,United States,West,California,Santa Ana
JK-157304,Joe Kamberova,Consumer,United States,West,California,Lodi
NS-185054,Neola Schneider,Consumer,United States,West,California,San Jose
MC-172754,Marc Crier,Consumer,United States,West,California,Camarillo
JE-161654,Justin Ellison,Corporate,United States,West,California,Woodland
MC-175904,Matt Collister,Corporate,United States,West,California,Coachella
TB-211904,Thomas Brumley,Home Office,United States,West,California,Riverside
BB-115454,Brenda Bowman,Corporate,United States,West,California,Oakland
BN-114704,Brad Norvell,Corporate,United States,West,California,Brentwood
